accession,pubmed_ids,dois,pmcids
PXD018639,[32525278],10.15252/emmm.201911659,PMC7338799
PXD018641,[34166609],10.1016/j.molcel.2021.05.026,
PXD018642,[33575609],10.1093/nargab/lqaa058,PMC7671378
PXD018644,[35858888],10.1038/s41522-022-00313-z,PMC9300575
PXD018651,[33576509],10.15252/embj.2020106094,PMC7957398
PXD018652,[32582187],10.3389/fimmu.2020.01101,PMC7283782
PXD018653,[32780627],10.1089/omi.2020.0080,
PXD018655,[32944188],10.1080/20013078.2020.1800971,PMC7480439
PXD018658,[32711556],10.1186/s13024-020-00384-6,PMC7382148
PXD018659,[33691121],10.1016/j.celrep.2021.108826,
PXD018660,[32572025],10.1038/s41467-020-16898-y,PMC7308279
PXD018661,[32282108],10.1002/cbic.202000042,PMC7496120
PXD018663,[32492839],10.3390/ijms21113971,PMC7312998
PXD018667,,10.1021/ACS.JPROTEOME.2C00505,
PXD018673,[32598367],10.1371/journal.pone.0234989,PMC7323945
PXD018674,[34838332],10.1016/j.bioorg.2021.105505,
PXD018678,[32487995],10.1038/s41467-020-16584-z,PMC7266817
PXD018679,[32920643],10.1093/ecco-jcc/jjaa168,
PXD018687,[32357304],10.1021/acs.jproteome.0c00137,
PXD018691,[35039483],10.1038/s41421-021-00355-1,PMC8764063
PXD018692,[32596263],10.3389/fvets.2020.00277,PMC7300179
PXD018693,[32630016],10.3390/biom10070978,PMC7407881
PXD018694,[33767186],10.1038/s41467-021-22181-5,PMC7994667
PXD018701,[32573437],10.7554/elife.56185,PMC7311170
PXD018702,[33803263],10.3390/toxins13030197,PMC7999322
PXD018703,[32651440],10.1038/s42003-020-1063-5,PMC7351954
PXD018704,[32501498],10.1042/bcj20200309,PMC7338032
PXD018709,[32865868],10.1002/pmic.202000135,
PXD018710,[32651440],10.1038/s42003-020-1063-5,PMC7351954
PXD018713,[33760729],10.7554/elife.64830,PMC8016481
PXD018715,[32747783],10.1038/s41594-020-0466-9,PMC7714695
PXD018718,[32669539],10.1038/s41467-020-17306-1,PMC7363832
PXD018724,[32457386],10.1038/s42003-020-0987-0,PMC7251106
PXD018725,[32457386],10.1038/s42003-020-0987-0,PMC7251106
PXD018726,[33105837],10.3390/toxins12110669,PMC7690644
PXD018728,[32913274],10.1038/s41598-020-71950-7,PMC7484761
PXD018730,[33204393],10.1155/2020/3216415,PMC7661135
PXD018733,[33166396],10.1093/nar/gkaa972,PMC7708063
PXD018734,[32457386],10.1038/s42003-020-0987-0,PMC7251106
PXD018737,[32786431],10.1021/acs.analchem.0c01981,
PXD018743,[32587089],10.1074/jbc.ra120.014298,PMC7450106
PXD018744,[33947863],10.1038/s41467-021-22787-9,PMC8097059
PXD018745,[32616651],10.1074/jbc.ra120.012565,PMC7443501
PXD018747,[36205399],10.7554/elife.80501,PMC9625087
PXD018749,[32499524],10.1038/s41467-020-16635-5,PMC7272611
PXD018751,[35682805],10.3390/ijms23116124,PMC9181637
PXD018752,[33158955],10.4049/jimmunol.2000509,
PXD018753,[33068521],10.1016/j.molcel.2020.09.022,PMC8034554
PXD018758,[32896103],10.1002/pmic.202000111,PMC8742405
PXD018761,[32597009],10.1111/cmi.13243,
PXD018762,[34672913],10.1080/15476286.2021.1976986,PMC8782181
PXD018764,[32422593],10.1016/j.isci.2020.101127,PMC7229326
PXD018765,[37670049],10.1038/s41598-023-41632-1,PMC10480450
PXD018771,[32994567],10.1038/s41592-020-0959-9,PMC7534832
PXD018774,[33431669],10.1073/pnas.2012408118,PMC7826350
PXD018775,[32582109],10.3389/fmicb.2020.01184,PMC7287035
PXD018776,[32422275],10.1016/j.jprot.2020.103822,
PXD018777,[33068521],10.1016/j.molcel.2020.09.022,PMC8034554
PXD018778,[32572646],10.1186/s12284-020-00389-1,PMC7310055
PXD018780,[32415200],10.1038/s42003-020-0951-z,PMC7229184
PXD018782,[34383057],10.1093/neuonc/noab197,PMC8730776
PXD018783,[33725478],10.1016/j.immuni.2021.02.019,PMC8046741
PXD018784,[33185454],10.1021/acs.jproteome.0c00452,
PXD018786,[33035450],10.1016/j.str.2020.09.007,
PXD018787,[32705785],10.1111/1462-2920.15175,PMC7590123
PXD018789,[32393579],10.1074/jbc.ra120.013630,PMC7363143
PXD018790,[32786690],10.1021/acs.jproteome.0c00371,PMC7476077
PXD018791,[35330743],10.1093/function/zqaa007,PMC8788781
PXD018792,[35330743],10.1093/function/zqaa007,PMC8788781
PXD018794,[32579915],10.1016/j.celrep.2020.107783,PMC7372737
PXD018804,[32462744],10.1002/pmic.202000107,PMC7267140
PXD018806,[33749723],10.1093/hmg/ddab078,PMC8127406
PXD018807,[33096396],10.1016/j.ijpddr.2020.10.001,PMC7578549
PXD018808,[32760004],10.1038/s41586-020-2563-7,PMC7116741
PXD018809,[32999082],10.1128/msphere.00804-20,PMC7529438
PXD018810,[32597628],10.1021/acschembio.0c00369,PMC7585386
PXD018811,[33976187],10.1038/s41467-021-23055-6,PMC8113490
PXD018814,[33037224],10.1038/s41597-020-00678-w,PMC7547660
PXD018818,[32597628],10.1021/acschembio.0c00369,PMC7585386
PXD018819,[32973653],10.3389/fneur.2020.00844,PMC7481480
PXD018823,[34370039],10.1093/nar/gkab663,PMC8421143
PXD018824,[32857759],10.1371/journal.pone.0233247,PMC7455042
PXD018826,[33200579],10.1111/1744-7917.12888,
PXD018827,[32973493],10.3389/fphar.2020.01202,PMC7472604
PXD018830,[33855848],10.1021/acs.jproteome.1c00243,PMC8155562
PXD018831,[33930333],10.1016/j.molcel.2021.04.007,
PXD018832,[32265273],10.1242/jcs.239772,
PXD018833,[32655601],10.3389/fpls.2020.00868,PMC7324757
PXD018834,[34083746],10.1038/s42003-021-02203-0,PMC8175432
PXD018835,[38047086],10.1016/j.isci.2023.108399,PMC10692669
PXD018838,[34170319],10.1093/hmg/ddab160,PMC8837815
PXD018839,[32483148],10.1038/s41467-020-16423-1,PMC7264245
PXD018843,[32727081],10.3390/cells9081789,PMC7463811
PXD018845,[33931609],10.1038/s41438-021-00533-y,PMC8087781
PXD018851,[32637811],10.1021/acsomega.0c01278,PMC7331046
PXD018855,[32572268],10.1038/s41591-020-0938-9,PMC7603860
PXD018857,[34099649],10.1038/s41467-021-23474-5,PMC8184782
PXD018858,[32561745],10.1038/s41467-020-16900-7,PMC7305103
PXD018859,[32461253],10.1074/jbc.ra120.014122,PMC7363117
PXD018862,[38047086],10.1016/j.isci.2023.108399,PMC10692669
PXD018867,[32486312],10.3390/metabo10060227,PMC7345202
PXD018868,[33931609],10.1038/s41438-021-00533-y,PMC8087781
PXD018870,[35115556],10.1038/s41467-022-28340-6,PMC8813925
PXD018871,[35115556],10.1038/s41467-022-28340-6,PMC8813925
PXD018872,,10.3389/FMED.2022.997305,
PXD018875,[32434143],"10.1016/j.isci.2020.101132,10.1016/J.ISCI.2020.101132",PMC7236060
PXD018880,[32417403],10.1016/j.isci.2020.101109,PMC7254474
PXD018883,[35121989],10.1038/s43018-021-00291-9,PMC8818089
PXD018885,[35268023],10.3390/nu14051047,PMC8912372
PXD018887,[34663987],10.1038/s41591-021-01502-7,PMC9356324
PXD018890,[35115556],10.1038/s41467-022-28340-6,PMC8813925
PXD018893,[33011347],10.1016/j.jprot.2020.103997,
PXD018895,[33015975],10.1002/pmic.202000178,
PXD018897,[32994320],10.1128/mbio.01774-20,PMC7527723
PXD018900,[33332178],10.1080/17435390.2020.1851418,
PXD018902,[32913123],10.1074/jbc.ra120.014557,PMC7667967
PXD018903,[33672268],10.3390/cells10020478,PMC7926663
PXD018907,[32984071],10.3389/fcimb.2020.00443,PMC7477326
PXD018909,[32581039],10.1074/mcp.ra120.001947,PMC8143647
PXD018911,[32463832],10.1371/journal.pgen.1008681,PMC7282668
PXD018912,[33673241],10.3390/microorganisms9020365,PMC7918482
PXD018913,[38047086],10.1016/j.isci.2023.108399,PMC10692669
PXD018914,[33686291],10.1038/s41589-021-00757-y,PMC8085020
PXD018917,[34241809],10.1007/s11357-021-00412-3,PMC8599547
PXD018918,[32417403],10.1016/j.isci.2020.101109,PMC7254474
PXD018920,[32601173],10.1074/mcp.ra120.002031,PMC8143645
PXD018922,[38047086],10.1016/j.isci.2023.108399,PMC10692669
PXD018926,[33264090],10.7554/elife.63452,PMC7710356
PXD018929,[33139797],10.1038/s41416-020-01137-4,PMC7851402
PXD018932,[33210542],10.1021/acs.jproteome.0c00668,
PXD018934,[34145392],10.1038/s41396-021-01025-6,PMC8630106
PXD018935,[32724211],10.1038/s41598-020-69313-3,PMC7387497
PXD018937,[32948771],10.1038/s41467-020-18377-w,PMC7501296
PXD018941,[32690715],"10.1073/PNAS.2004165117,10.1073/pnas.2004165117",PMC7395503
PXD018942,[32984315],10.3389/fcell.2020.00792,PMC7483480
PXD018945,[32651385],10.1038/s41467-020-17311-4,PMC7351759
PXD018946,[32450515],10.1016/j.isci.2020.101151,PMC7256328
PXD018948,[34638634],10.3390/ijms221910294,PMC8508940
PXD018952,[32865326],10.1002/pmic.202000116,PMC7771371
PXD018960,[34212546],10.4168/aair.2021.13.4.589,PMC8255347
PXD018961,[34624079],10.1182/blood.2021012081,PMC8938936
PXD018966,[38448585],10.1038/s41586-024-07141-5,PMC10954555
PXD018967,,10.1128/MBIO.03146-20,
PXD018968,[32945197],10.1177/2192568220959038,PMC9109558
PXD018969,[32487458],10.1016/j.redox.2020.101572,PMC7327977
PXD018972,[32675284],10.1074/jbc.ra120.012655,PMC7476715
PXD018974,[33013758],10.3389/fmicb.2020.02081,PMC7511516
PXD018976,[33727531],10.1038/s41467-021-21754-8,PMC7966775
PXD018977,[33643806],10.1002/advs.202003526,PMC7887593
PXD018978,[35590245],10.1186/s12866-022-02554-6,PMC9118679
PXD018980,[33152504],10.1016/j.jprot.2020.104040,
PXD018982,[34316033],10.1038/s41417-021-00352-2,PMC9209332
PXD018983,[32726803],10.1038/s41586-020-2601-5,PMC7116779
PXD018985,[33049256],10.1016/j.yjmcc.2020.10.005,
PXD018988,,10.3389/FMICB.2024.1343541,
PXD018989,[33184936],10.1111/tpj.15078,
PXD018990,[32620747],10.1038/s41467-020-17016-8,PMC7335067
PXD018991,[33013758],10.3389/fmicb.2020.02081,PMC7511516
PXD018993,[32586033],"10.3390/ijms21124461,10.3390/IJMS21124461",PMC7352395
PXD018994,[33013758],10.3389/fmicb.2020.02081,PMC7511516
PXD019005,[33442015],10.1038/s41591-020-01193-6,PMC8275010
PXD019007,[33013758],10.3389/fmicb.2020.02081,PMC7511516
PXD019009,[34021002],10.1158/2159-8290.cd-20-1690,PMC8563374
PXD019015,[32839392],10.3390/cells9091939,PMC7565501
PXD019016,[32432658],10.1042/bsr20194012,PMC7284322
PXD019038,[35165100],10.1158/1078-0432.ccr-21-1933,PMC9365363
PXD019039,[33020190],10.1074/mcp.tir120.002129,PMC7710147
PXD019042,[32511795],10.15252/embj.2019102931,PMC7396875
PXD019044,[33008000],10.3390/cells9102217,PMC7600648
PXD019047,[33149158],10.1038/s41467-020-19397-2,PMC7642415
PXD019048,,10.1016/J.MCPRO.2021.100090,
PXD019051,[33940111],10.1016/j.kint.2021.04.021,
PXD019056,[33999959],10.1371/journal.pone.0251684,PMC8128262
PXD019058,[32518240],10.1038/s41467-020-16694-8,PMC7283268
PXD019066,[32423001],10.3390/ijms21103468,PMC7279049
PXD019067,[36765089],10.1038/s41467-023-36400-8,PMC9918503
PXD019072,[33299045],10.1038/s41598-020-78555-0,PMC7726158
PXD019073,[32763974],10.1074/jbc.ra120.014346,PMC7573263
PXD019076,[32733541],10.3389/fgene.2020.00719,PMC7358379
PXD019077,[32637477],10.1016/j.dib.2020.105853,PMC7327420
PXD019079,[33333401],10.1016/j.scitotenv.2020.143914,
PXD019081,,10.1016/J.MCPRO.2021.100090,
PXD019082,[33301305],10.1021/acs.biochem.0c00803,
PXD019083,[33207182],10.1016/j.molcel.2020.10.030,PMC7721475
PXD019084,[33266084],10.3390/antiox9121204,PMC7760366
PXD019086,[33608539],10.1038/s41467-021-21352-8,PMC7896072
PXD019087,[32719317],10.1038/s41467-020-17372-5,PMC7385494
PXD019088,[35464963],10.3389/fmicb.2022.821311,PMC9019563
PXD019101,,10.1016/J.MCPRO.2021.100090,
PXD019103,[32587829],10.3389/fonc.2020.00945,PMC7297950
PXD019104,[33767201],10.1038/s41597-021-00818-w,PMC7994815
PXD019107,[32910906],10.1016/j.immuni.2020.08.002,PMC7572876
PXD019111,[33333401],10.1016/j.scitotenv.2020.143914,
PXD019113,[32645325],10.1016/j.cell.2020.06.034,PMC7321036
PXD019114,[33427395],10.1111/jipb.13066,
PXD019116,[33072014],10.3389/fmicb.2020.555730,PMC7538622
PXD019117,[34520625],10.1002/brb3.2233,PMC8553319
PXD019118,[32500258],10.1007/s00216-020-02726-1,PMC7483600
PXD019119,[33971807],10.1186/s12014-021-09321-1,PMC8107781
PXD019121,[32761170],10.1093/gbe/evaa159,PMC7533069
PXD019123,[32694149],10.1158/0008-5472.can-20-0754,
PXD019124,,10.1016/J.ISCI.2023.108399,
PXD019126,[33833982],10.3389/fonc.2021.563384,PMC8021918
PXD019129,[32544089],10.1172/jci.insight.135317,PMC7453909
PXD019134,[32538095],10.1021/acs.jproteome.0c00086,
PXD019136,[32864161],10.1038/s41421-020-0183-x,PMC7431567
PXD019137,[33023907],10.1074/jbc.ra120.014402,PMC7863887
PXD019139,[34059891],10.1093/pcp/pcab076,
PXD019140,[34434797],10.1016/j.mex.2021.101277,PMC8374269
PXD019142,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019143,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019144,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019151,[33307037],10.1016/j.ajpath.2020.11.012,PMC7927276
PXD019152,[32521225],10.1016/j.molcel.2020.05.035,PMC7369636
PXD019155,[32580392],10.3390/cells9061517,PMC7349688
PXD019156,[32528060],10.1038/s41467-020-16718-3,PMC7290032
PXD019157,[32697943],10.1016/j.cmet.2020.07.007,PMC7367032
PXD019161,[32621609],10.1093/nar/gkaa564,PMC7470949
PXD019164,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019165,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019166,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019167,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019168,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019169,[32778093],10.1186/s12915-020-00830-3,PMC7418398
PXD019170,[33326013],10.1083/jcb.202005165,PMC7748816
PXD019171,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019172,[35124023],10.1016/j.ijbiomac.2022.01.191,
PXD019185,[35121989],10.1038/s43018-021-00291-9,PMC8818089
PXD019187,[34112090],10.1186/s12864-021-07758-0,PMC8194174
PXD019188,[33758186],10.1038/s41467-021-21942-6,PMC7987974
PXD019192,[33559908],10.1002/pmic.202000213,
PXD019193,[32723828],10.1073/pnas.1920327117,PMC7430983
PXD019202,,10.1080/15476286.2021.1885896,
PXD019203,[32503840],10.1074/jbc.ra120.014072,PMC7415985
PXD019204,[32390412],10.1021/jacs.0c01325,PMC8052992
PXD019207,[34263177],10.34067/kid.0001212020,PMC8276873
PXD019208,[32581105],10.1128/jvi.00033-20,PMC7431796
PXD019209,[33472061],10.1016/j.celrep.2020.108636,PMC7871196
PXD019215,[34262173],10.1038/s41586-021-03721-x,PMC8607881
PXD019217,[38117589],10.1091/mbc.e23-06-0260,PMC10916871
PXD019218,[32849426],10.3389/fmicb.2020.01822,PMC7403179
PXD019220,[32719006],10.1074/jbc.ra120.014478,PMC7489914
PXD019240,[32891189],10.1016/j.stem.2020.07.022,PMC7541765
PXD019242,[33275901],10.1016/j.cell.2020.10.038,PMC10294644
PXD019243,[32786687],10.1021/acs.jproteome.0c00299,
PXD019247,[32929970],10.1021/acs.jproteome.0c00351,
PXD019248,[32513971],10.1038/s41467-020-16691-x,PMC7280298
PXD019249,[34643063],10.1002/advs.202101329,PMC8596126
PXD019251,[31988137],10.1073/pnas.1917635117,PMC7022176
PXD019252,[32641473],10.1074/mcp.ra120.002152,PMC8015011
PXD019253,[33965424],10.1016/j.bbabio.2021.148443,
PXD019254,[32641473],10.1074/mcp.ra120.002152,PMC8015011
PXD019258,[33392160],10.3389/fbioe.2020.571294,PMC7773052
PXD019259,[32536039],10.1002/ctm2.106,PMC7403673
PXD019263,[33202127],10.1021/acs.jproteome.0c00856,
PXD019267,[33240770],10.1002/advs.202002221,PMC7675037
PXD019268,[32959870],10.1042/bcj20200413,PMC7557146
PXD019269,[36114575],10.1186/s40478-022-01441-5,PMC9482208
PXD019270,[33908345],10.7554/elife.61254,PMC8112863
PXD019272,[32459862],10.1002/eji.201948323,PMC7541725
PXD019274,[32661420],10.1038/s41594-020-0457-x,PMC7610691
PXD019275,[32661420],10.1038/s41594-020-0457-x,PMC7610691
PXD019276,[32719006],10.1074/jbc.ra120.014478,PMC7489914
PXD019277,[32534442],10.1016/j.isci.2020.101202,PMC7298530
PXD019278,[32534442],10.1016/j.isci.2020.101202,PMC7298530
PXD019279,[33900085],10.1021/acs.jproteome.0c00747,PMC9190253
PXD019284,[33292164],10.1186/s12014-020-09301-x,PMC7607690
PXD019289,[32785065],10.3390/genes11080913,PMC7465371
PXD019291,[33658224],10.1242/dev.196378,
PXD019293,,10.3389/FCIMB.2020.00164,
PXD019294,[33608542],10.1038/s41467-021-21009-6,PMC7896085
PXD019296,[33039626],10.1016/j.jep.2020.113460,
PXD019298,[33212864],10.3390/ma13225187,PMC7698422
PXD019302,[32849481],10.3389/fmicb.2020.01934,PMC7432431
PXD019306,[37201521],10.1016/j.cub.2023.04.060,
PXD019311,[33190505],10.1021/acs.jproteome.0c00563,
PXD019313,[32831131],10.1186/s13148-020-00910-9,PMC7444266
PXD019314,[35313982],10.1186/s13071-022-05232-8,PMC8935821
PXD019316,[32807790],10.1038/s41467-020-17901-2,PMC7431909
PXD019317,[32690608],10.1074/jbc.ra120.013699,PMC7476716
PXD019329,[32674508],10.3390/plants9070892,PMC7411607
PXD019330,[33007468],10.1016/j.molp.2020.09.024,
PXD019331,[32862708],10.1161/hypertensionaha.120.15313,
PXD019335,[33478986],10.1523/jneurosci.1946-20.2021,PMC7939089
PXD019338,[32719457],10.1038/s41594-020-0463-z,PMC7483821
PXD019342,[33749590],10.7554/elife.61590,PMC7984842
PXD019343,[32774304],10.3389/fphar.2020.01075,PMC7388414
PXD019346,[33886552],10.1371/journal.pbio.3001191,PMC8096101
PXD019347,[32974014],10.1186/s40170-020-00228-3,PMC7507243
PXD019354,[32942559],10.3390/pathogens9090749,PMC7557738
PXD019355,[35193703],10.1186/s42523-022-00163-2,PMC8862486
PXD019356,[30611303],"10.1186/S13395-018-0187-5,10.1186/s13395-018-0187-5",PMC6320626
PXD019359,[34111399],10.1016/j.molcel.2021.05.018,PMC8260207
PXD019360,[34562649],10.1016/j.mcpro.2021.100151,PMC8551538
PXD019363,[32637829],10.1021/acsomega.0c01191,PMC7331059
PXD019367,[32572026],10.1038/s41467-020-16975-2,PMC7308389
PXD019368,[33231430],10.1021/acs.analchem.0c02533,PMC7968110
PXD019372,[33583770],10.1074/mcp.ra120.002166,PMC8724610
PXD019374,[32526967],10.3390/ijms21114112,PMC7312048
PXD019376,"[34750379, 33664260]","10.1038/s41467-021-26799-3,10.1038/s41467-021-21663-w","PMC8575775,PMC7933334"
PXD019380,,10.1161/CIRCRESAHA.119.316547,
PXD019381,[35013227],10.1038/s41467-021-27667-w,PMC8748638
PXD019383,[33866056],10.1016/j.jprot.2021.104221,
PXD019384,[33866056],10.1016/j.jprot.2021.104221,
PXD019386,[32376785],10.1242/jcs.239822,PMC7328155
PXD019391,[33237582],10.1002/stem.3305,
PXD019392,[33096211],10.1016/j.ibmb.2020.103489,PMC7704632
PXD019393,[33206237],10.1007/s00430-020-00695-x,
PXD019394,[21183079],10.1016/j.cell.2010.12.001,PMC3035969
PXD019395,[32722151],10.3390/ijms21155256,PMC7432497
PXD019398,,10.1161/CIRCRESAHA.119.316547,
PXD019399,,10.1161/CIRCRESAHA.119.316547,
PXD019400,[31886770],10.7554/elife.54449,PMC6959994
PXD019403,[33319979],10.1021/acs.analchem.0c02270,
PXD019407,[32618437],10.1002/prca.202000029,
PXD019412,[32760418],10.3389/fpls.2020.01070,PMC7373794
PXD019418,[32714345],10.3389/fpls.2020.00879,PMC7343901
PXD019423,[32568543],10.1021/acs.jproteome.0c00280,
PXD019425,[33222001],10.1007/s00216-020-03039-z,
PXD019426,,10.1158/0008-5472.CAN-20-3804,
PXD019427,[33208410],10.1074/mcp.ra120.002168,
PXD019428,[33660780],10.1093/nar/gkab118,PMC8034651
PXD019430,[32561640],10.1074/jbc.ra119.010925,PMC7450113
PXD019431,[33610821],10.1016/j.joca.2021.02.008,PMC8113022
PXD019437,[33339827],10.1038/s41467-020-20159-3,PMC7749165
PXD019440,[34958708],10.1002/pmic.202100031,
PXD019443,[33127837],10.1074/mcp.ra120.002320,PMC8010466
PXD019444,[33101336],10.3389/fpls.2020.569552,PMC7546022
PXD019445,[32376785],10.1242/jcs.239822,PMC7328155
PXD019446,[33230158],10.1038/s41597-020-00744-3,PMC7683684
PXD019448,[33329740],10.3389/fgene.2020.594824,PMC7672159
PXD019450,[33323470],10.1136/jmedgenet-2020-107281,PMC10631451
PXD019451,[32780722],10.1172/jci136363,PMC7598066
PXD019453,[34063651],10.3390/ijms22094840,PMC8124925
PXD019454,[32736136],10.1016/j.jprot.2020.103925,PMC7487766
PXD019456,[33683571],10.1007/s12079-021-00609-3,PMC8222490
PXD019462,,NULL,
PXD019464,[32760414],10.3389/fpls.2020.01053,PMC7372113
PXD019465,,10.1182/BLOOD.2020009960,
PXD019467,[34330708],10.1126/sciadv.abh2433,PMC8324050
PXD019468,[33384418],"10.1038/s41438-020-00445-3,10.1038/S41438-020-00445-3",PMC7775447
PXD019470,[32994320],10.1128/mbio.01774-20,PMC7527723
PXD019472,[34472326],10.1021/acs.chemrestox.1c00235,PMC8820091
PXD019473,[32850835],10.3389/fcell.2020.00716,PMC7417480
PXD019474,[32733525],10.3389/fpls.2020.01049,PMC7363965
PXD019477,[32616023],10.1186/s13071-020-04206-y,PMC7331265
PXD019478,[32513775],10.1158/2159-8290.cd-19-1375,PMC7483797
PXD019479,[32513775],10.1158/2159-8290.cd-19-1375,PMC7483797
PXD019481,[32970932],10.1002/pmic.202000166,
PXD019483,[32555458],"10.1038/S41586-020-2402-X,10.1038/s41586-020-2402-x",
PXD019485,[33361463],10.1523/jneurosci.1452-20.2020,PMC7896012
PXD019486,[34129944],10.1016/j.mcpro.2021.100109,PMC8335655
PXD019487,[33579945],10.1038/s41467-021-21366-2,PMC7880997
PXD019491,[32585825],10.3390/plants9060784,PMC7355495
PXD019494,[33608280],10.1126/sciadv.abf0717,PMC7895438
PXD019495,[33301708],10.1016/j.cell.2020.11.009,PMC8064125
PXD019496,[33902430],10.1186/s12014-021-09317-x,PMC8074421
PXD019498,[35796018],10.1242/jcs.259500,
PXD019501,[32872784],10.1021/jasms.0c00078,PMC7816094
PXD019504,[32166002],10.18632/oncotarget.27491,PMC7055541
PXD019505,[32660103],10.3390/cells9071654,PMC7407182
PXD019506,[32620893],10.1038/s41598-020-67845-2,PMC7335106
PXD019512,[33753415],10.1128/iai.00794-20,PMC8316143
PXD019513,[32817346],10.1074/mcp.ra120.002154,PMC7664123
PXD019514,[32694513],10.1038/s41598-020-68600-3,PMC7374584
PXD019516,[33619526],10.1093/nar/gkab093,PMC7968998
PXD019519,[34615851],10.1038/s41419-021-04191-9,PMC8494907
PXD019520,[34257281],10.1038/s41467-021-24426-9,PMC8277783
PXD019523,[33717070],10.3389/fimmu.2021.592447,PMC7952875
PXD019524,[33285070],10.1021/acs.analchem.0c03134,PMC7818227
PXD019525,[33549129],10.1186/s13007-021-00716-7,PMC7868020
PXD019526,[32651448],10.1038/s42003-020-1091-1,PMC7351957
PXD019530,[32990725],10.1093/nar/gkaa775,PMC7641746
PXD019532,[32729659],10.1111/acel.13203,PMC7511870
